"=HYPERLINK(""#'Indice'!A1"",""Indice"")"
Distribución de los hogares según situación de tenencia de vivienda por quintil de ingreso autónomo (2006-2024)
"(Porcentaje, hogares)"
Estimación
Categoría,Desagregación,2006,2009,2011,2013,2015,2017,2020,2022,2024
propia,Primer Quintil,67.979109287262,64.3787860870361,61.5563035011292,63.130122423172,62.6200318336487,58.683454990387,61.1348330974579,61.3093256950378,61.0599756240845
propia,Segundo Quintil,68.4515297412872,66.1190152168274,63.0971968173981,63.3369565010071,63.7702524662018,59.3742728233337,59.6669793128967,58.9625477790833,57.1046769618988
propia,Tercer Quintil,69.9124753475189,67.4271523952484,65.1667654514313,65.2511715888977,63.8606488704681,59.5353543758392,60.2479457855225,57.7934741973877,56.2171161174774
propia,Cuarto Quintil,68.4601604938507,66.5272414684296,64.5839035511017,61.8822932243347,59.9669933319092,55.7366728782654,56.4522922039032,53.491884469986,51.9357085227966
propia,Quinto Quintil,65.5345022678375,62.9572093486786,62.1626913547516,59.195864200592,56.3216805458069,53.5434186458588,58.5228323936462,53.5490751266479,53.4612238407135
arrendada,Primer Quintil,9.83327850699425,12.441597878933,12.8786027431488,12.4832764267921,14.0224248170853,15.264767408371,17.3568114638329,14.7223696112633,13.3953973650932
arrendada,Segundo Quintil,13.2645606994629,15.2162790298462,15.9945890307426,16.8383449316025,17.8058758378029,19.2275494337082,21.8133881688118,21.4202806353569,23.1921911239624
arrendada,Tercer Quintil,15.1650443673134,17.3637941479683,16.4791256189346,18.1024238467216,20.3544780611992,22.8307738900185,25.1362890005112,25.492912530899,26.8033802509308
arrendada,Cuarto Quintil,19.2241802811623,20.1778396964073,20.120495557785,22.8841543197632,24.6544778347015,29.3940216302872,30.2302837371826,32.1417182683945,32.8357577323914
arrendada,Quinto Quintil,26.3452082872391,27.7018427848816,28.3274203538895,32.1422696113586,33.9482873678207,36.6574347019196,33.9502513408661,38.8847440481186,37.8459542989731
cedida,Primer Quintil,21.102774143219,20.9259688854218,21.1673974990845,19.9007719755173,19.5695579051971,21.8279376626015,16.1518082022667,17.5006300210953,17.971733212471
cedida,Segundo Quintil,17.455892264843,17.2872573137283,17.6397889852524,16.1928966641426,16.218963265419,18.1724533438683,14.076030254364,14.5378991961479,14.7153824567795
cedida,Tercer Quintil,14.4004046916962,14.1085132956505,15.85383862257,13.8913512229919,14.0405640006065,15.0997027754784,11.2372376024723,12.3729079961777,12.9325717687607
cedida,Cuarto Quintil,11.8746057152748,12.5145584344864,13.0805134773254,13.1115138530731,13.6036306619644,12.7046346664429,10.6950871646404,11.4390760660172,12.2122474014759
cedida,Quinto Quintil,7.9975038766861,8.91326516866684,8.50081667304039,7.76183158159256,8.61049219965935,8.49201157689095,5.79410344362259,6.00028857588768,7.23359957337379
"poseedor / ocupante irregular, usufructo u otro",Primer Quintil,1.08484039083123,2.25364621728659,4.39769811928272,4.48582880198956,3.78798469901085,4.22384105622768,5.35654686391354,6.46767690777779,7.57289603352547
"poseedor / ocupante irregular, usufructo u otro",Segundo Quintil,0.828019715845585,1.37744899839163,3.26842591166496,3.63180004060268,2.20491122454405,3.2257255166769,4.44360375404358,5.07927164435387,4.98775020241737
"poseedor / ocupante irregular, usufructo u otro",Tercer Quintil,0.522077921777964,1.1005412787199,2.50026974827051,2.75505073368549,1.74430869519711,2.53416802734137,3.37852910161018,4.34070974588394,4.04693409800529
